event_id,match_id,minute,second,period,team_id,player_id,event_type,x,y,end_x,end_y,body_part,shot_statsbomb_xg,shot_type,assist_type,shot_outcome,pass_length,pass_angle,pass_assisted_shot_id,pass_goal_assist,possession,pressure_flag,freeze_frame_features
66a22fc7-4cf0-4170-ae7b-9e35852b390b,7542,0,0,1,780,,Starting XI,,,,,,,,,,,,,,1,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
898cdc6a-c001-4594-9b0a-8f7d4d5c10ba,7542,0,0,1,788,,Starting XI,,,,,,,,,,,,,,1,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
ebcb408b-390b-448d-8a09-086e7b0b8e46,7542,0,0,1,780,,Half Start,,,,,,,,,,,,,,1,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
6be4604e-e9ac-43b4-8b5f-b994d806c3c0,7542,0,0,1,788,,Half Start,,,,,,,,,,,,,,1,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
8ca2667b-d000-4e29-98c1-a8a0a9c1b950,7542,0,0,1,780,3168.0,Pressure,65.0,53.0,,,,,,,,,,,,1,True,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
f3efad85-09ec-415e-9487-cdf77246f11e,7542,0,0,1,788,5726.0,Pass,60.0,41.0,45.0,46.0,Right Foot,,,,,15.811388,2.819842,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
f3181738-c6a9-4430-bb9f-102467a5d387,7542,0,0,1,788,5232.0,Ball Receipt*,45.0,46.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
96095257-2757-47c5-81c8-048ef65fd2b8,7542,0,0,1,788,5232.0,Carry,45.0,46.0,44.0,47.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
5bbadd15-eacd-4018-b9b5-8f83e5516996,7542,0,0,1,788,5232.0,Pass,44.0,47.0,35.0,20.0,Right Foot,,,,,28.460499,-1.8925469,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
b2035d3e-5161-43ce-98c4-6565d77b277f,7542,0,2,1,788,5221.0,Ball Receipt*,35.0,20.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
044f936e-cf3b-4c39-9416-0e15fa91f816,7542,0,2,1,788,5221.0,Carry,35.0,20.0,37.0,16.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
b2aa7566-09c3-4af9-a6fd-f72746175398,7542,0,3,1,788,5221.0,Pass,37.0,16.0,57.0,23.0,Left Foot,,,,,21.189621,0.3366748,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
de2d33ab-1497-444c-b774-744d1d14b462,7542,0,4,1,788,5237.0,Ball Receipt*,57.0,23.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
ed0a2df4-dd0d-47d2-ae2d-dd09d47e686a,7542,0,4,1,788,5237.0,Carry,57.0,23.0,50.0,26.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
ecb21046-2c69-4a5c-b121-c1ac12bd06fa,7542,0,5,1,788,5237.0,Pass,50.0,26.0,54.0,2.0,Left Foot,,,,,24.33105,-1.4056476,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
755ffa6d-b7bc-4fa2-9fbc-09af28251991,7542,0,5,1,780,3168.0,Pressure,94.0,64.0,,,,,,,,,,,,2,True,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
409e0f9e-2fa8-4b70-9c76-2d70291682ce,7542,0,6,1,788,5245.0,Ball Receipt*,54.0,2.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
6db5c451-a3b9-4dd5-919f-8eed08df3fcd,7542,0,6,1,788,5245.0,Carry,54.0,2.0,51.0,1.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
5deb4686-5cf4-4208-b2da-121cf59a06f5,7542,0,7,1,788,5245.0,Pass,51.0,1.0,25.0,9.0,Right Foot,,,,,27.202942,2.8430936,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
b07396a4-13f6-4cef-a5ad-d826370b1454,7542,0,9,1,788,5221.0,Ball Receipt*,25.0,9.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
e7eeed62-52fb-48cc-a1c0-a978aac133fe,7542,0,9,1,788,5221.0,Carry,25.0,9.0,25.0,9.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
09d5f7e8-59de-4b84-803f-2502feb70be5,7542,0,10,1,788,5221.0,Pass,25.0,9.0,50.0,16.0,Left Foot,,,,,25.96151,0.2730087,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
1a960b3a-45e6-48a3-9a07-0bc997d2abcd,7542,0,10,1,780,4367.0,Pressure,94.0,73.0,,,,,,,,,,,,2,True,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
0914f438-139d-4546-9570-93a5a0b2dd25,7542,0,11,1,788,5232.0,Ball Receipt*,56.0,21.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
79e7c18c-ec9d-486e-a81f-829b28907abe,7542,0,11,1,780,3168.0,Pass,71.0,65.0,87.0,70.0,Head,,,,,16.763054,0.30288488,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
a59c3382-6bdf-4404-8a17-46b888d89eb9,7542,0,13,1,780,4367.0,Ball Receipt*,90.0,72.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
51f4dd18-5732-479d-a2a1-0db195a4d19f,7542,0,13,1,788,5221.0,Interception,34.0,11.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
14055f0d-39b9-4ae2-ae6c-4bd4538c7d18,7542,0,15,1,780,3168.0,Pressure,75.0,62.0,,,,,,,,,,,,2,True,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
22ecd3c7-7fac-46fc-b958-05a6939606d2,7542,0,15,1,788,5232.0,Ball Recovery,43.0,21.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
804903cd-cd0a-42c3-98ad-cd3b21f69a45,7542,0,15,1,788,5232.0,Carry,43.0,21.0,43.0,21.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
62373279-f82b-4d0a-9ad4-ac234e35516f,7542,0,15,1,788,5232.0,Pass,43.0,21.0,43.0,41.0,Right Foot,,,,,20.0,1.5707964,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
372d9b9b-dfb6-4edb-88d7-c6246e85b880,7542,0,17,1,788,5242.0,Ball Receipt*,43.0,41.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
556fa0ea-2784-467d-b9b1-afd8c5fd7fb3,7542,0,17,1,788,5242.0,Pass,43.0,41.0,33.0,30.0,Right Foot,,,,,14.866069,-2.3086114,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
0c609a5f-b862-4a0b-aac8-0259ac289135,7542,0,19,1,788,5221.0,Ball Receipt*,33.0,30.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
9193696a-458f-4594-855d-5b501d57d583,7542,0,19,1,788,5221.0,Carry,33.0,30.0,33.0,30.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
05b13a5f-e116-437e-a2c4-a07594660d31,7542,0,19,1,788,5221.0,Pass,33.0,30.0,70.0,38.0,Right Foot,,,,,37.85499,0.21293835,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
acfb0193-d2a9-484d-8094-56ec814c3532,7542,0,20,1,788,5726.0,Ball Receipt*,67.0,43.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
0fe89c54-2caa-4b53-8c66-d515b20b7f55,7542,0,20,1,780,20016.0,Pass,51.0,43.0,76.0,27.0,Left Foot,,,,,29.681644,-0.56931317,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
da12676f-aa73-47da-bbf3-03c7bc9e3973,7542,0,23,1,788,5244.0,Pressure,44.0,55.0,,,,,,,,,,,,2,True,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
30930042-8507-48e4-8a15-04710f197246,7542,0,23,1,780,5207.0,Ball Receipt*,76.0,27.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
54846d49-5304-4ccb-96a0-4c69b91296f3,7542,0,23,1,780,5207.0,Carry,76.0,27.0,76.0,29.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
63b6aeb3-a9e7-46d6-b485-7efe8f9835ee,7542,0,23,1,780,5207.0,Miscontrol,76.0,29.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
4a81ec03-3721-4f80-b1cc-374121f8702b,7542,0,24,1,788,5244.0,Ball Recovery,54.0,57.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
7864b8e5-6b49-4204-80f7-d062343a5f97,7542,0,24,1,788,5244.0,Carry,54.0,57.0,67.0,64.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
f5b55681-5a24-45f2-b97d-f25504dfba7d,7542,0,27,1,788,5244.0,Pass,67.0,64.0,71.0,78.0,Right Foot,,,,,14.56022,1.2924967,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
ad5d4e16-f294-41dc-b390-601348740a39,7542,0,28,1,788,3302.0,Ball Receipt*,71.0,78.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
eb591314-6108-461f-b0e2-b38e6f523465,7542,0,28,1,788,3302.0,Carry,71.0,78.0,115.0,68.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
e8de0d00-8d63-4b46-bd1e-cb295f9b7a72,7542,0,28,1,780,5214.0,Pressure,44.0,12.0,,,,,,,,,,,,2,True,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
fc9a0620-d1e7-4645-b293-3b73dbeb3468,7542,0,32,1,788,3302.0,Pass,115.0,68.0,114.0,32.0,Right Foot,,,,,36.013885,-1.598567,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
55e97ae4-db16-4286-8b6a-87b4a980ac39,7542,0,34,1,788,5237.0,Ball Receipt*,111.0,40.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
21610ba0-12cd-4a81-9c3a-342e8fc79f84,7542,0,34,1,780,3329.0,Clearance,7.0,49.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
bc14aa19-9ea6-4b16-a7ec-9d4b38a5cb79,7542,0,38,1,780,3329.0,Pressure,4.0,72.0,,,,,,,,,,,,2,True,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
e4f8fdc2-338d-43d1-934d-57a1d3c41742,7542,0,39,1,788,5245.0,Ball Recovery,115.0,3.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
1d290d5d-c1f9-4f53-8163-57f3bcddcf5e,7542,0,39,1,788,5245.0,Carry,115.0,3.0,109.0,3.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
e1d41619-63fc-4732-84f8-d4ea0ab81a65,7542,0,40,1,788,5245.0,Pass,109.0,3.0,91.0,9.0,Right Foot,,,,,18.973665,2.819842,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
c28b4783-c124-4cc5-8bbf-61a4b2738b6a,7542,0,42,1,788,5232.0,Ball Receipt*,91.0,9.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
ecca6396-0df6-4661-90ed-8e0be2b8f6a0,7542,0,42,1,788,5232.0,Carry,91.0,9.0,94.0,14.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
b5773623-ff04-4def-a2dd-732f3f86d543,7542,0,45,1,788,5232.0,Pass,94.0,14.0,100.0,17.0,Right Foot,,,,,6.708204,0.4636476,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
8d847044-5dcb-41f4-97ef-cf271182c19e,7542,0,45,1,788,5237.0,Ball Receipt*,100.0,17.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
903d4d03-d0bb-421d-ae2e-6c8045802be2,7542,0,45,1,788,5237.0,Carry,100.0,17.0,100.0,18.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
53ae9113-26c8-4776-9457-b18f2a9b943d,7542,0,46,1,788,5237.0,Pass,100.0,18.0,100.0,22.0,Left Foot,,,,,4.0,1.5707964,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
53813104-e6a5-47e0-884c-4a61d4a37180,7542,0,47,1,788,5242.0,Ball Receipt*,100.0,22.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
89ed0388-82a4-4f88-93d0-b32c834b8cc5,7542,0,47,1,788,5242.0,Pass,100.0,22.0,108.0,16.0,Right Foot,,,,,10.0,-0.6435011,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
24a9d79f-e875-41c7-99e7-dbed62f2ce1b,7542,0,47,1,788,5237.0,Ball Receipt*,108.0,16.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
537a675b-5e30-4c86-9d49-4832c86452ed,7542,0,47,1,788,5237.0,Pass,108.0,16.0,112.0,16.0,Other,,,,,4.0,0.0,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
dac89ac2-21f9-4441-8874-ec946d54cd3a,7542,0,48,1,788,5245.0,Ball Receipt*,112.0,16.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
c2912161-de19-4fd2-905c-3253d36e2503,7542,0,48,1,788,5245.0,Miscontrol,112.0,17.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
0535b1ec-a511-4f87-aa9b-9cf5772d8fe5,7542,0,50,1,788,5237.0,Pass,114.0,2.0,100.0,7.0,Right Foot,,,,,14.866069,2.7985687,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
93ca11e1-f242-42e4-a43e-f78d2e23d4ce,7542,0,52,1,788,5232.0,Ball Receipt*,100.0,7.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
b58f8ef5-275c-4b01-8cb0-16e9a747ed80,7542,0,52,1,788,5232.0,Carry,100.0,7.0,100.0,9.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
7513b83a-5086-4b81-8ce6-26eea14cb298,7542,0,53,1,788,5232.0,Pass,100.0,9.0,91.0,5.0,Right Foot,,,,,9.848858,-2.7233684,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
3882df42-93a8-4db2-b624-c2c52a2323c3,7542,0,54,1,788,5237.0,Ball Receipt*,91.0,5.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
19e9accf-3bf5-4325-84d6-170ad0c9929f,7542,0,54,1,788,5237.0,Carry,91.0,5.0,91.0,8.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
ae6b9f00-1d9c-43c2-b7a0-291a20b5bd60,7542,0,54,1,788,5237.0,Pass,91.0,8.0,87.0,12.0,Right Foot,,,,,5.656854,2.3561945,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
77f13d10-459a-441a-8b43-ed155460da74,7542,0,55,1,788,5242.0,Ball Receipt*,87.0,12.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
b7ec5607-4cd1-43ec-93ec-ae4e3687f80f,7542,0,55,1,788,5242.0,Carry,87.0,12.0,88.0,8.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
ac81a160-a417-46f0-b19c-04d0bb02283c,7542,0,55,1,780,3193.0,Pressure,28.0,76.0,,,,,,,,,,,,2,True,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
40479c97-bd3e-47e1-bacd-d8bb30ee9da1,7542,0,56,1,788,5242.0,Pass,88.0,8.0,103.0,2.0,Right Foot,,,,,16.155495,-0.38050637,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
e5b9dd06-0348-4778-9350-9c15d752bed5,7542,0,58,1,788,5232.0,Ball Receipt*,103.0,2.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
99f44711-12b1-4e83-8141-ac59820b3731,7542,0,58,1,788,5232.0,Carry,103.0,2.0,108.0,4.0,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
7703e59b-ece7-4c0f-9398-b7a8e35bea21,7542,1,1,1,788,5232.0,Pass,108.0,4.0,109.0,31.0,Left Foot,,,,,27.018513,1.5337762,badd0acb-9241-4da6-bd31-4328b618ef70,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
6ae16a52-3e23-4366-b567-1592dffdc3eb,7542,1,2,1,788,5726.0,Ball Receipt*,109.0,31.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
badd0acb-9241-4da6-bd31-4328b618ef70,7542,1,2,1,788,5726.0,Shot,109.0,30.0,120.0,37.4,Head,0.077987716,Open Play,,Off T,,,,,2,False,"{""freeze_teammates"": 5, ""freeze_opponents"": 8, ""freeze_goalkeepers"": 1, ""freeze_mean_opponent_dist"": 11.548641761257773, ""freeze_goalkeeper_dist"": 12.206555615733702}"
35d84b3e-cfb6-4a00-9607-d9533ddd3690,7542,1,4,1,780,5205.0,Goal Keeper,2.0,44.0,,,,,,,,,,,,2,False,"{""freeze_teammates"": 0, ""freeze_opponents"": 0, ""freeze_goalkeepers"": 0, ""freeze_mean_opponent_dist"": null, ""freeze_goalkeeper_dist"": null}"
